epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,22033.9,1.46737,1.09464,0.98247,0.40994,0.3043,0.29941,0.17164,1.39526,1.03886,0.95193,0.00735175,0.00735175,0.00735175
109,22237.1,1.46618,1.09189,0.98214,0.41141,0.30513,0.29926,0.17148,1.39487,1.03915,0.95197,0.007327,0.007327,0.007327
110,22440.5,1.46419,1.08854,0.98386,0.4065,0.30756,0.30036,0.17215,1.39329,1.03845,0.95159,0.00730225,0.00730225,0.00730225
111,22644.4,1.46773,1.08761,0.97938,0.40532,0.30878,0.30176,0.17293,1.39181,1.03812,0.951,0.0072775,0.0072775,0.0072775
112,22848.2,1.45966,1.08112,0.9793,0.41031,0.30699,0.30197,0.17292,1.39149,1.03754,0.95077,0.00725275,0.00725275,0.00725275
113,23052.2,1.46931,1.09181,0.98032,0.40714,0.30807,0.3024,0.17364,1.39041,1.03804,0.95081,0.007228,0.007228,0.007228
114,23256.3,1.47438,1.0934,0.98129,0.40935,0.30914,0.30268,0.17384,1.38968,1.03757,0.95085,0.00720325,0.00720325,0.00720325
115,23460.6,1.46657,1.08865,0.97877,0.41383,0.30573,0.30295,0.17386,1.38926,1.03761,0.95104,0.0071785,0.0071785,0.0071785
116,23665.4,1.46533,1.08624,0.97941,0.4129,0.30541,0.30278,0.17379,1.38871,1.03746,0.95063,0.00715375,0.00715375,0.00715375
117,23869.7,1.46705,1.08723,0.97999,0.41405,0.30599,0.30278,0.17368,1.38886,1.03644,0.95026,0.007129,0.007129,0.007129
118,24074,1.4699,1.08514,0.97719,0.41507,0.30564,0.30333,0.17421,1.38833,1.03464,0.95001,0.00710425,0.00710425,0.00710425
119,24278.6,1.45126,1.07495,0.97656,0.41006,0.30748,0.30385,0.17457,1.38891,1.03426,0.95014,0.0070795,0.0070795,0.0070795
120,24482.7,1.45325,1.07138,0.9768,0.41328,0.30582,0.30408,0.17466,1.38902,1.03388,0.95001,0.00705475,0.00705475,0.00705475
121,24686.8,1.45705,1.08027,0.97959,0.41431,0.30584,0.30414,0.17457,1.38912,1.03302,0.94983,0.00703,0.00703,0.00703
122,24890.8,1.45299,1.07318,0.97818,0.41376,0.30655,0.30414,0.17432,1.38925,1.03315,0.94998,0.00700525,0.00700525,0.00700525
123,25095,1.45079,1.07168,0.97621,0.41062,0.30806,0.30355,0.17461,1.38834,1.0324,0.94985,0.0069805,0.0069805,0.0069805
124,25299.1,1.44866,1.07014,0.97489,0.41142,0.30831,0.30338,0.17462,1.38743,1.03118,0.9498,0.00695575,0.00695575,0.00695575
125,25502.9,1.44621,1.06591,0.97495,0.41537,0.3073,0.30486,0.17504,1.3864,1.03007,0.94947,0.006931,0.006931,0.006931
