epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,33817.9,1.45571,1.09834,0.93913,0.39282,0.31424,0.30431,0.17461,1.39558,1.05534,0.92839,0.00556975,0.00556975,0.00556975
181,34008.4,1.45314,1.09608,0.94119,0.39283,0.31288,0.30452,0.17461,1.39467,1.05413,0.92826,0.005545,0.005545,0.005545
182,34198.3,1.46241,1.09769,0.94154,0.39356,0.31453,0.30551,0.17523,1.39453,1.05402,0.92797,0.00552025,0.00552025,0.00552025
183,34389.7,1.46181,1.09539,0.94129,0.3893,0.31433,0.30445,0.17425,1.39393,1.05384,0.92803,0.0054955,0.0054955,0.0054955
184,34580,1.45749,1.09787,0.94237,0.39685,0.31144,0.30456,0.1745,1.39438,1.05281,0.92792,0.00547075,0.00547075,0.00547075
185,34769.3,1.45112,1.09657,0.94151,0.3955,0.31292,0.30517,0.1745,1.3932,1.05373,0.92774,0.005446,0.005446,0.005446
186,34958.7,1.46011,1.09637,0.93998,0.39634,0.31274,0.30489,0.17478,1.39384,1.05257,0.92788,0.00542125,0.00542125,0.00542125
187,35148,1.46002,1.09962,0.94277,0.40044,0.30897,0.30477,0.17475,1.39328,1.05327,0.92789,0.0053965,0.0053965,0.0053965
188,35337.1,1.45511,1.09228,0.9386,0.39508,0.31214,0.30472,0.17511,1.39345,1.0532,0.92771,0.00537175,0.00537175,0.00537175
189,35527,1.45398,1.09119,0.93959,0.39932,0.31395,0.3055,0.17507,1.39382,1.05242,0.92778,0.005347,0.005347,0.005347
190,35715.9,1.45389,1.10195,0.94254,0.3967,0.31406,0.30531,0.17533,1.39276,1.05196,0.92744,0.00532225,0.00532225,0.00532225
191,35906.1,1.45184,1.09106,0.9392,0.39731,0.31504,0.30554,0.17496,1.39363,1.05191,0.92765,0.0052975,0.0052975,0.0052975
192,36096.1,1.45018,1.09268,0.94059,0.39829,0.31248,0.30472,0.17482,1.39289,1.05195,0.92761,0.00527275,0.00527275,0.00527275
193,36284.3,1.45026,1.08841,0.93824,0.39923,0.31116,0.30593,0.17573,1.3921,1.05086,0.92759,0.005248,0.005248,0.005248
194,36473.9,1.45249,1.09216,0.93897,0.39681,0.31379,0.30545,0.1758,1.39268,1.05121,0.92748,0.00522325,0.00522325,0.00522325
195,36663.8,1.45306,1.09242,0.94222,0.39497,0.31619,0.30571,0.17556,1.39248,1.05102,0.92734,0.0051985,0.0051985,0.0051985
196,36852.4,1.44742,1.08567,0.93898,0.40449,0.31076,0.30637,0.17593,1.39157,1.05108,0.92739,0.00517375,0.00517375,0.00517375
197,37041.6,1.44679,1.08383,0.93876,0.39876,0.31201,0.30602,0.17553,1.3919,1.0507,0.92747,0.005149,0.005149,0.005149
198,37229.6,1.45152,1.08643,0.93802,0.39213,0.31681,0.3063,0.17549,1.39157,1.0507,0.92759,0.00512425,0.00512425,0.00512425
199,37418.2,1.44757,1.08625,0.93882,0.3988,0.31539,0.30572,0.17542,1.39175,1.05048,0.92716,0.0050995,0.0050995,0.0050995
200,37606.8,1.45081,1.08778,0.94003,0.39687,0.31534,0.30599,0.17556,1.39135,1.05057,0.92734,0.00507475,0.00507475,0.00507475
201,37796.4,1.45575,1.08888,0.93978,0.39701,0.31786,0.30745,0.17607,1.39152,1.04991,0.927,0.00505,0.00505,0.00505
202,37986.7,1.44569,1.08409,0.93802,0.39179,0.31729,0.30596,0.17578,1.39131,1.04982,0.92714,0.00502525,0.00502525,0.00502525
203,38175.3,1.44268,1.08462,0.937,0.39846,0.31554,0.30668,0.17603,1.39114,1.04977,0.92725,0.0050005,0.0050005,0.0050005
204,38364.7,1.44445,1.08631,0.93878,0.39955,0.31496,0.30643,0.17581,1.39076,1.0491,0.92692,0.00497575,0.00497575,0.00497575
205,38553.9,1.44258,1.08303,0.93554,0.39483,0.31718,0.306,0.17586,1.39086,1.04959,0.92704,0.004951,0.004951,0.004951
206,38742.7,1.4394,1.07766,0.93602,0.39541,0.31869,0.3066,0.17619,1.39114,1.04944,0.92684,0.00492625,0.00492625,0.00492625
207,38931.5,1.44576,1.08025,0.93783,0.39771,0.31534,0.30654,0.17619,1.39023,1.04841,0.92672,0.0049015,0.0049015,0.0049015
208,39120.6,1.44646,1.08234,0.93931,0.39495,0.31701,0.30642,0.17575,1.39106,1.04953,0.92707,0.00487675,0.00487675,0.00487675
209,39309.5,1.43401,1.07643,0.93692,0.39694,0.31902,0.30689,0.17602,1.39031,1.04835,0.92688,0.004852,0.004852,0.004852
210,39498,1.43786,1.07799,0.93708,0.39219,0.31973,0.30691,0.17632,1.39004,1.04879,0.92668,0.00482725,0.00482725,0.00482725
211,39688.3,1.43942,1.07601,0.93613,0.39018,0.31865,0.30631,0.17598,1.39008,1.0483,0.92677,0.0048025,0.0048025,0.0048025
212,39877.1,1.44541,1.08237,0.93678,0.39363,0.31907,0.30615,0.17601,1.38943,1.04809,0.92671,0.00477775,0.00477775,0.00477775
213,40066.1,1.43509,1.07493,0.93675,0.39399,0.31895,0.30695,0.17633,1.38968,1.04811,0.92688,0.004753,0.004753,0.004753
214,40257.1,1.44659,1.08195,0.93659,0.40278,0.31614,0.30762,0.17625,1.38917,1.04765,0.92649,0.00472825,0.00472825,0.00472825
215,40447.1,1.4406,1.07655,0.93699,0.39629,0.31727,0.30718,0.17622,1.38891,1.04763,0.92673,0.0047035,0.0047035,0.0047035
216,40636.5,1.43796,1.07444,0.93628,0.40219,0.31547,0.30668,0.17635,1.38858,1.04724,0.92671,0.00467875,0.00467875,0.00467875
217,40826.6,1.43782,1.07366,0.93746,0.39628,0.31974,0.30735,0.17605,1.389,1.04713,0.92649,0.004654,0.004654,0.004654
218,41014.7,1.43944,1.0731,0.93597,0.39792,0.31839,0.30689,0.17612,1.38848,1.04756,0.92632,0.00462925,0.00462925,0.00462925
219,41203.9,1.44374,1.07874,0.9373,0.39945,0.31827,0.30686,0.17632,1.38775,1.04702,0.92606,0.0046045,0.0046045,0.0046045
220,41392.9,1.43419,1.06807,0.93528,0.39863,0.31734,0.30699,0.17659,1.38924,1.04741,0.92655,0.00457975,0.00457975,0.00457975
221,41583.3,1.44125,1.07326,0.93515,0.39062,0.31973,0.30667,0.17588,1.38916,1.04652,0.92644,0.004555,0.004555,0.004555
222,41772.1,1.43489,1.07215,0.9349,0.39591,0.31781,0.30635,0.17602,1.38841,1.04681,0.92625,0.00453025,0.00453025,0.00453025
223,41961.8,1.43722,1.07013,0.93411,0.39914,0.31632,0.30606,0.17608,1.38852,1.04705,0.92616,0.0045055,0.0045055,0.0045055
224,42149.8,1.43774,1.07176,0.93588,0.39962,0.31748,0.30765,0.17683,1.38772,1.04581,0.92618,0.00448075,0.00448075,0.00448075
225,42338.8,1.43486,1.07124,0.93367,0.41244,0.31144,0.30691,0.17642,1.38782,1.04563,0.92615,0.004456,0.004456,0.004456
226,42527,1.43335,1.07524,0.93588,0.3949,0.31947,0.30736,0.1766,1.38832,1.04612,0.92634,0.00443125,0.00443125,0.00443125
227,42716.3,1.42761,1.06268,0.93383,0.39687,0.31931,0.30804,0.1767,1.38738,1.04622,0.92603,0.0044065,0.0044065,0.0044065
228,42905.2,1.43089,1.07058,0.93393,0.39884,0.31927,0.30797,0.17624,1.38751,1.04574,0.92611,0.00438175,0.00438175,0.00438175
