                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.0298,                0.70938,                 1.3909,                0.74304,                0.67714,                0.72113,                0.51333,                 1.2515,                0.95035,                 1.5531,             0.00040334,             0.00040334,             0.00040334
                    148,                 1.0023,                0.73743,                 1.3798,                0.82938,                0.76432,                0.75932,                0.50175,                 1.3387,                0.91192,                 1.6089,             0.00039626,             0.00039626,             0.00039626
                    149,                  1.039,                0.72336,                 1.3872,                 0.8924,                0.71218,                0.74771,                0.51642,                 1.2906,                0.92221,                  1.589,             0.00038919,             0.00038919,             0.00038919
                    150,                 0.9935,                0.70423,                 1.3818,                0.74112,                0.75839,                0.73467,                0.51815,                 1.2498,                0.92749,                 1.5268,             0.00038211,             0.00038211,             0.00038211
                    151,                0.99458,                0.73427,                 1.3846,                0.84153,                0.69455,                0.73118,                0.49386,                 1.2754,                0.90074,                 1.5378,             0.00037504,             0.00037504,             0.00037504
                    152,                 1.0046,                 0.7203,                 1.4172,                0.68283,                0.77121,                0.72696,                0.49981,                 1.2569,                0.84407,                 1.5211,             0.00036797,             0.00036797,             0.00036797
                    153,                0.97196,                0.69014,                  1.387,                0.93992,                0.66891,                0.72833,                0.50641,                 1.2465,                0.91519,                 1.5293,             0.00036089,             0.00036089,             0.00036089
                    154,                0.99559,                 0.7149,                 1.3894,                0.81258,                0.72082,                0.73549,                0.51107,                 1.2019,                0.90915,                  1.499,             0.00035382,             0.00035382,             0.00035382
                    155,                 1.0117,                0.71579,                 1.3782,                0.84902,                0.66461,                0.71462,                0.51398,                 1.1807,                0.86232,                 1.4798,             0.00034675,             0.00034675,             0.00034675
                    156,                0.97285,                0.73007,                 1.3611,                0.90132,                0.67062,                0.73974,                0.51575,                  1.208,                0.83996,                 1.4933,             0.00033967,             0.00033967,             0.00033967
                    157,                0.97443,                 0.7207,                 1.3622,                0.96116,                0.70909,                0.75129,                0.51954,                 1.2236,                0.87412,                 1.5301,              0.0003326,              0.0003326,              0.0003326
                    158,                0.95368,                0.71021,                 1.3675,                0.97214,                0.73793,                0.78471,                0.50815,                 1.2867,                0.84292,                 1.5506,             0.00032553,             0.00032553,             0.00032553
                    159,                0.98822,                0.71303,                 1.3516,                0.70272,                0.73834,                0.76188,                0.51008,                 1.2315,                0.83592,                 1.5135,             0.00031845,             0.00031845,             0.00031845
                    160,                0.99559,                0.70482,                 1.3622,                0.75986,                0.75771,                0.77072,                0.51799,                 1.2117,                0.88978,                 1.5124,             0.00031138,             0.00031138,             0.00031138
                    161,                0.94463,                0.67708,                 1.3143,                0.74956,                0.74557,                0.75707,                0.52746,                 1.1895,                0.91032,                 1.4784,             0.00030431,             0.00030431,             0.00030431
                    162,                 1.0045,                0.71679,                  1.355,                0.83941,                0.69729,                 0.7502,                 0.5312,                 1.1889,                0.89998,                 1.4937,             0.00029723,             0.00029723,             0.00029723
                    163,                0.94791,                0.68156,                 1.3396,                0.82924,                0.65097,                0.74958,                0.51126,                 1.2454,                0.93265,                 1.5558,             0.00029016,             0.00029016,             0.00029016
                    164,                0.96001,                0.69968,                 1.3726,                0.73303,                0.80152,                0.74902,                0.52884,                 1.2202,                0.88239,                 1.5136,             0.00028308,             0.00028308,             0.00028308
                    165,                0.94024,                0.65894,                 1.3353,                0.77391,                0.77492,                 0.7898,                0.52238,                 1.2392,                0.87316,                 1.5205,             0.00027601,             0.00027601,             0.00027601
                    166,                0.98056,                0.67499,                 1.3436,                0.83181,                0.78666,                0.77768,                0.53059,                 1.1914,                 0.8347,                 1.4965,             0.00026894,             0.00026894,             0.00026894
                    167,                0.98426,                0.68138,                 1.3518,                0.91363,                0.74463,                0.77384,                0.52238,                 1.2272,                0.84356,                 1.5088,             0.00026186,             0.00026186,             0.00026186
                    168,                0.97291,                0.68341,                 1.3534,                0.72597,                0.74255,                0.71762,                0.50352,                 1.3221,                0.85956,                 1.5616,             0.00025479,             0.00025479,             0.00025479
                    169,                0.99236,                0.69775,                 1.3757,                0.74138,                0.78485,                0.75198,                0.52465,                 1.2197,                0.84742,                 1.5279,             0.00024772,             0.00024772,             0.00024772
                    170,                  1.004,                0.68031,                 1.3898,                0.73002,                0.75455,                0.76257,                0.53565,                 1.2027,                0.81527,                 1.5182,             0.00024064,             0.00024064,             0.00024064
                    171,                0.93516,                0.63621,                 1.3579,                  0.784,                0.75839,                0.77086,                0.51791,                 1.2476,                0.84451,                  1.528,             0.00023357,             0.00023357,             0.00023357
                    172,                0.91063,                0.65646,                 1.3491,                0.72458,                0.78489,                0.76436,                0.54199,                 1.1599,                0.83279,                 1.4754,              0.0002265,              0.0002265,              0.0002265
                    173,                0.90118,                0.64065,                 1.2927,                 0.7628,                0.75839,                0.75997,                 0.5312,                  1.204,                0.85477,                 1.5172,             0.00021942,             0.00021942,             0.00021942
                    174,                0.93062,                0.67187,                 1.2891,                0.73985,                0.79642,                0.72325,                0.52192,                 1.2021,                0.83627,                 1.4935,             0.00021235,             0.00021235,             0.00021235
                    175,                0.91879,                0.65811,                 1.3093,                0.74566,                0.80152,                0.73448,                0.53062,                 1.1845,                0.80993,                 1.4712,             0.00020528,             0.00020528,             0.00020528
                    176,                0.93591,                0.65655,                  1.331,                0.77348,                0.78609,                0.76212,                0.52981,                 1.2277,                0.82767,                 1.5231,              0.0001982,              0.0001982,              0.0001982
                    177,                0.98258,                0.67545,                 1.3827,                0.74269,                 0.7917,                0.75499,                0.53417,                 1.2028,                0.82513,                  1.501,             0.00019113,             0.00019113,             0.00019113
                    178,                0.88554,                0.65231,                 1.3059,                0.73627,                0.78114,                0.76029,                0.53811,                 1.1829,                0.83725,                 1.4872,             0.00018406,             0.00018406,             0.00018406
                    179,                0.93914,                0.65098,                 1.3118,                0.87294,                 0.6986,                0.76878,                 0.5396,                 1.1824,                0.83691,                  1.482,             0.00017698,             0.00017698,             0.00017698
                    180,                0.87462,                0.63006,                 1.2935,                0.87561,                0.73818,                0.77129,                 0.5419,                 1.2128,                0.82973,                  1.517,             0.00016991,             0.00016991,             0.00016991
                    181,                0.90399,                0.65515,                 1.2676,                0.96314,                0.69517,                0.76818,                0.55164,                 1.2134,                0.84509,                 1.4972,             0.00016283,             0.00016283,             0.00016283
                    182,                0.87892,                0.61489,                 1.2921,                0.98058,                0.67929,                0.76825,                0.54051,                 1.2305,                0.85619,                 1.4975,             0.00015576,             0.00015576,             0.00015576
                    183,                0.91775,                0.63332,                 1.3038,                0.75081,                0.76727,                0.74987,                0.53036,                 1.2129,                0.84453,                 1.4961,             0.00014869,             0.00014869,             0.00014869
                    184,                0.87528,                0.61623,                 1.2917,                 0.8224,                0.74207,                0.76661,                0.53329,                 1.2049,                 0.8485,                 1.4822,             0.00014161,             0.00014161,             0.00014161
                    185,                0.89566,                0.61217,                 1.2576,                 0.7918,                0.77362,                0.77832,                0.52449,                 1.2185,                0.84585,                 1.4849,             0.00013454,             0.00013454,             0.00013454
                    186,                0.90056,                0.61398,                  1.318,                0.79048,                0.78809,                0.74795,                  0.525,                 1.2071,                0.81843,                 1.4745,             0.00012747,             0.00012747,             0.00012747
                    187,                0.87415,                0.61531,                 1.2955,                0.83697,                0.76612,                0.79213,                0.54108,                 1.1874,                0.82084,                 1.4678,             0.00012039,             0.00012039,             0.00012039
                    188,                0.89298,                0.60997,                 1.2998,                0.83422,                0.75825,                0.79553,                0.54461,                 1.1962,                0.83044,                 1.4882,             0.00011332,             0.00011332,             0.00011332
                    189,                0.89412,                0.62565,                 1.3004,                0.80358,                0.76836,                0.78737,                0.53909,                 1.1938,                0.82785,                 1.4984,             0.00010625,             0.00010625,             0.00010625
                    190,                0.89803,                0.66196,                 1.2916,                 0.8564,                 0.7799,                0.75596,                0.54795,                 1.1748,                0.81346,                 1.4741,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.88944,                0.61541,                 1.2672,                0.85386,                0.69942,                0.72978,                0.53765,                 1.1783,                0.81987,                 1.4715,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.86795,                0.60763,                 1.2698,                0.83855,                0.73854,                0.74869,                0.53453,                 1.1929,                0.83482,                 1.4867,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.87086,                0.62035,                 1.2792,                0.76114,                0.78964,                0.76475,                0.53486,                 1.1865,                0.82615,                   1.48,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.83671,                0.60767,                 1.2558,                0.77151,                0.78266,                0.76192,                0.53846,                 1.1605,                0.82051,                 1.4648,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.85305,                0.60145,                 1.2569,                 0.7865,                0.78869,                0.76473,                0.53556,                 1.1696,                0.82274,                 1.4636,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.86074,                0.60312,                 1.2624,                0.91713,                0.71996,                 0.7848,                0.54076,                 1.2004,                0.85314,                 1.4797,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.86838,                0.59419,                 1.2565,                 0.7545,                0.74504,                 0.7637,                0.53409,                 1.1915,                0.84496,                 1.4782,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.84874,                0.58762,                 1.2885,                0.76563,                0.74529,                0.76048,                0.54118,                 1.1574,                0.82587,                 1.4596,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.82431,                0.58631,                  1.254,                 0.7714,                0.75764,                0.76417,                0.54639,                  1.145,                0.81632,                 1.4494,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.82105,                0.61272,                 1.2386,                0.76321,                 0.7568,                0.75947,                0.54377,                 1.1456,                0.81063,                 1.4418,             2.8437e-05,             2.8437e-05,             2.8437e-05
