                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.93785,                0.67363,                 1.3453,                0.71962,                0.69394,                0.71327,                0.51199,                 1.2276,                 0.8807,                 1.4848,             0.00037504,             0.00037504,             0.00037504
                    152,                0.96186,                0.68062,                 1.3605,                0.81685,                0.70906,                0.72216,                0.52087,                  1.206,                0.93251,                  1.533,             0.00036797,             0.00036797,             0.00036797
                    153,                0.92094,                0.63626,                 1.3357,                0.82945,                0.69487,                0.72166,                0.52838,                 1.1582,                0.90114,                  1.501,             0.00036089,             0.00036089,             0.00036089
                    154,                0.97635,                0.67749,                 1.3622,                0.92856,                0.69394,                0.72984,                0.51749,                 1.1668,                0.95577,                 1.5263,             0.00035382,             0.00035382,             0.00035382
                    155,                0.99084,                0.68285,                 1.3455,                0.93365,                0.69394,                0.73141,                0.51251,                 1.1964,                0.94792,                 1.5243,             0.00034675,             0.00034675,             0.00034675
                    156,                0.96123,                0.68282,                 1.3504,                0.75301,                0.77121,                0.74645,                0.50695,                 1.1937,                 0.8155,                  1.515,             0.00033967,             0.00033967,             0.00033967
                    157,                0.96122,                 0.6803,                 1.3267,                0.92562,                 0.6789,                0.72548,                0.51621,                  1.216,                0.83363,                 1.5342,              0.0003326,              0.0003326,              0.0003326
                    158,                0.94253,                0.70024,                 1.3398,                0.86944,                0.69186,                0.73362,                0.52339,                 1.1779,                0.86919,                 1.5057,             0.00032553,             0.00032553,             0.00032553
                    159,                0.94995,                0.64523,                 1.3199,                0.93378,                0.68949,                0.73778,                0.52126,                 1.2062,                0.86524,                 1.5197,             0.00031845,             0.00031845,             0.00031845
                    160,                0.92199,                0.64892,                 1.3056,                0.94421,                0.69216,                0.74511,                0.52724,                 1.2281,                0.80142,                 1.5149,             0.00031138,             0.00031138,             0.00031138
                    161,                0.92781,                0.63534,                  1.298,                0.73511,                0.67443,                0.71771,                0.51945,                 1.2248,                0.77909,                 1.5304,             0.00030431,             0.00030431,             0.00030431
                    162,                0.91967,                0.64899,                 1.2931,                0.75944,                0.65215,                0.68728,                0.52073,                 1.2383,                0.77168,                 1.5494,             0.00029723,             0.00029723,             0.00029723
                    163,                0.90556,                 0.6358,                 1.2961,                0.74245,                0.67711,                0.67895,                0.50687,                 1.2113,                0.80964,                 1.4996,             0.00029016,             0.00029016,             0.00029016
                    164,                0.89799,                0.63892,                 1.3186,                0.93381,                0.70611,                0.73808,                 0.5204,                  1.239,                0.78345,                 1.5374,             0.00028308,             0.00028308,             0.00028308
                    165,                0.90955,                0.63729,                 1.3215,                0.77992,                0.71147,                0.72525,                0.52217,                 1.2473,                0.76887,                 1.5131,             0.00027601,             0.00027601,             0.00027601
                    166,                 0.9378,                 0.6451,                 1.3047,                0.76919,                0.75683,                0.74871,                0.52996,                 1.2045,                 0.7851,                 1.5315,             0.00026894,             0.00026894,             0.00026894
                    167,                0.94646,                0.66414,                 1.3068,                0.69364,                0.75758,                0.72358,                0.51981,                 1.2362,                0.80273,                 1.5283,             0.00026186,             0.00026186,             0.00026186
                    168,                0.91822,                0.63211,                 1.3045,                 0.8221,                0.72727,                0.74265,                0.50113,                 1.3264,                0.87225,                 1.5642,             0.00025479,             0.00025479,             0.00025479
                    169,                0.92419,                0.64197,                  1.306,                0.91022,                 0.6885,                0.75454,                0.50953,                 1.2612,                0.81246,                 1.5378,             0.00024772,             0.00024772,             0.00024772
                    170,                0.93285,                0.62345,                 1.3163,                0.74303,                0.74091,                0.75006,                0.51682,                 1.2264,                0.80731,                 1.5331,             0.00024064,             0.00024064,             0.00024064
                    171,                0.86796,                0.61492,                 1.3011,                0.72195,                0.72513,                0.75488,                0.51781,                 1.2496,                0.81916,                 1.5035,             0.00023357,             0.00023357,             0.00023357
                    172,                0.85258,                0.61067,                 1.2894,                0.73789,                0.75758,                0.76244,                0.52699,                 1.1896,                0.77372,                 1.4804,              0.0002265,              0.0002265,              0.0002265
                    173,                 0.8682,                0.60371,                 1.2513,                0.85334,                0.75722,                0.76901,                0.52758,                 1.1991,                0.77048,                 1.4924,             0.00021942,             0.00021942,             0.00021942
                    174,                0.92067,                0.63734,                 1.2751,                0.96781,                0.75364,                0.77177,                0.53437,                 1.2074,                0.76179,                  1.481,             0.00021235,             0.00021235,             0.00021235
                    175,                0.87815,                0.60984,                 1.2642,                0.72542,                0.78318,                  0.742,                  0.517,                  1.232,                0.77562,                  1.505,             0.00020528,             0.00020528,             0.00020528
                    176,                0.88064,                0.62875,                 1.2883,                0.75529,                0.74091,                0.73086,                0.52816,                 1.2104,                0.80846,                 1.5139,              0.0001982,              0.0001982,              0.0001982
                    177,                0.90684,                0.64268,                 1.3218,                0.76913,                0.74091,                0.74229,                0.51719,                 1.2291,                0.78468,                 1.5157,             0.00019113,             0.00019113,             0.00019113
                    178,                0.84502,                0.59516,                 1.2545,                0.78899,                0.74091,                0.74488,                0.52502,                 1.1995,                0.74718,                  1.491,             0.00018406,             0.00018406,             0.00018406
                    179,                 0.8881,                0.61779,                 1.2857,                0.75241,                0.74888,                0.74391,                0.52946,                 1.1989,                0.74108,                 1.4855,             0.00017698,             0.00017698,             0.00017698
                    180,                0.83943,                 0.5991,                 1.2643,                0.73409,                0.74091,                0.73177,                 0.5208,                 1.2204,                0.74421,                 1.5084,             0.00016991,             0.00016991,             0.00016991
                    181,                0.88524,                  0.588,                 1.2538,                0.75718,                0.71061,                0.73009,                0.52552,                 1.1848,                0.75585,                 1.4814,             0.00016283,             0.00016283,             0.00016283
                    182,                0.83332,                0.58994,                 1.2427,                 0.7161,                0.74876,                0.73926,                0.53397,                 1.2083,                0.77908,                 1.4883,             0.00015576,             0.00015576,             0.00015576
                    183,                0.86408,                0.59695,                 1.2575,                0.83606,                0.71328,                0.73686,                0.53638,                 1.1641,                0.75294,                 1.4462,             0.00014869,             0.00014869,             0.00014869
                    184,                0.83821,                0.59999,                 1.2611,                0.82194,                0.71073,                0.73424,                 0.5284,                 1.1634,                0.77396,                 1.4491,             0.00014161,             0.00014161,             0.00014161
                    185,                0.85385,                0.58652,                 1.2222,                0.84769,                0.69937,                0.73618,                0.53104,                 1.2059,                0.81995,                 1.4846,             0.00013454,             0.00013454,             0.00013454
                    186,                0.85298,                0.58363,                 1.2807,                0.72184,                0.75758,                0.74467,                0.52963,                 1.2081,                0.78383,                 1.4895,             0.00012747,             0.00012747,             0.00012747
                    187,                0.83059,                0.57225,                  1.263,                0.83697,                0.73375,                0.75031,                0.53159,                 1.1887,                0.77638,                 1.4704,             0.00012039,             0.00012039,             0.00012039
                    188,                0.81763,                0.57235,                 1.2443,                0.85312,                0.69137,                0.74476,                0.52938,                 1.1792,                0.79359,                 1.4649,             0.00011332,             0.00011332,             0.00011332
                    189,                0.82595,                0.58655,                 1.2517,                0.79583,                0.70009,                0.74417,                0.51821,                 1.1956,                 0.8019,                 1.4688,             0.00010625,             0.00010625,             0.00010625
                    190,                 0.8492,                0.60293,                 1.2355,                0.74538,                0.71284,                0.70726,                0.51959,                 1.1962,                 0.7972,                 1.4687,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.84138,                0.59126,                 1.2289,                0.75652,                0.71687,                0.71915,                0.52799,                 1.1759,                0.78839,                 1.4546,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.81546,                0.57565,                 1.2299,                0.77744,                0.71061,                0.74249,                0.53252,                 1.1777,                0.79037,                 1.4611,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.80928,                0.57361,                 1.2371,                0.76525,                0.71033,                0.74186,                 0.5367,                 1.1794,                0.78524,                 1.4614,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                 0.7877,                 0.5797,                 1.2193,                0.73193,                0.75177,                0.75135,                0.52824,                  1.177,                0.77538,                 1.4615,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.84434,                0.57297,                 1.2296,                0.75346,                0.75163,                0.75556,                0.53644,                 1.1911,                0.77916,                 1.4653,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.82143,                0.56223,                  1.232,                0.74308,                0.75002,                0.75563,                 0.5329,                  1.211,                0.78054,                 1.4686,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                 0.8171,                0.55855,                 1.2164,                0.81126,                0.70944,                0.73953,                   0.53,                 1.2103,                0.77413,                 1.4681,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.82064,                0.57004,                 1.2607,                0.81207,                0.70953,                0.74126,                 0.5359,                  1.187,                0.75941,                 1.4569,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.80302,                0.56087,                 1.2305,                0.80739,                0.70695,                0.73537,                0.53324,                 1.1751,                0.76661,                 1.4539,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.78407,                0.57247,                 1.2063,                0.80445,                0.70612,                0.73457,                0.53491,                 1.1663,                0.77736,                 1.4523,             2.8437e-05,             2.8437e-05,             2.8437e-05
