                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.0157,                0.73069,                 1.3983,                 0.8911,                0.66387,                0.72757,                0.52825,                 1.2491,                0.92505,                 1.6417,             0.00042456,             0.00042456,             0.00042456
                    145,                0.99465,                 0.7276,                 1.4041,                0.81979,                0.81984,                0.79552,                0.53165,                 1.2458,                0.84384,                 1.6039,             0.00041748,             0.00041748,             0.00041748
                    146,                  1.009,                0.72762,                 1.3884,                0.72964,                0.76707,                0.75437,                0.53716,                 1.2428,                0.80631,                  1.607,             0.00041041,             0.00041041,             0.00041041
                    147,                0.99029,                0.70458,                 1.3963,                0.76087,                0.77121,                0.76233,                0.54846,                 1.1807,                0.84153,                 1.5832,             0.00040334,             0.00040334,             0.00040334
                    148,                0.96743,                0.71046,                 1.3759,                0.77083,                0.71061,                0.72725,                0.51316,                 1.2996,                 0.8654,                 1.6389,             0.00039626,             0.00039626,             0.00039626
                    149,                0.98479,                0.72134,                 1.3718,                0.75486,                0.66579,                0.69301,                0.50667,                 1.3099,                0.92339,                 1.6716,             0.00038919,             0.00038919,             0.00038919
                    150,                 1.0048,                0.72008,                 1.4062,                0.77183,                0.80152,                0.75222,                 0.5198,                 1.3036,                0.92205,                 1.6674,             0.00038211,             0.00038211,             0.00038211
                    151,                0.96247,                0.70381,                 1.3662,                0.74139,                0.74091,                0.74598,                0.53426,                 1.1962,                0.82006,                 1.5443,             0.00037504,             0.00037504,             0.00037504
                    152,                0.96753,                0.71404,                  1.401,                0.84715,                0.78491,                0.78389,                0.54267,                 1.2237,                0.75992,                 1.6033,             0.00036797,             0.00036797,             0.00036797
                    153,                0.95106,                0.68433,                 1.4073,                0.92487,                0.69779,                0.75558,                0.52699,                 1.2464,                0.80197,                 1.6169,             0.00036089,             0.00036089,             0.00036089
                    154,                0.96923,                0.69206,                 1.3844,                0.96742,                0.70015,                0.74073,                0.53031,                 1.1981,                0.83045,                 1.5762,             0.00035382,             0.00035382,             0.00035382
                    155,                0.98908,                0.69855,                 1.3795,                0.73548,                0.74091,                  0.738,                0.52318,                 1.2015,                0.85051,                 1.5862,             0.00034675,             0.00034675,             0.00034675
                    156,                 0.9586,                 0.6823,                 1.3863,                0.70611,                0.79897,                0.76854,                0.53811,                 1.1742,                0.75656,                   1.52,             0.00033967,             0.00033967,             0.00033967
                    157,                0.94828,                0.67244,                 1.3498,                0.74309,                0.70812,                0.71525,                  0.519,                 1.2223,                0.77155,                 1.6117,              0.0003326,              0.0003326,              0.0003326
                    158,                0.93148,                0.69135,                 1.3709,                0.93045,                0.67273,                 0.7387,                0.52979,                 1.2722,                0.84552,                 1.6577,             0.00032553,             0.00032553,             0.00032553
                    159,                0.96382,                0.69935,                 1.3704,                0.74388,                0.74091,                0.73665,                0.52941,                 1.1775,                0.82379,                 1.5848,             0.00031845,             0.00031845,             0.00031845
                    160,                0.93316,                0.69603,                 1.3428,                0.74424,                0.74091,                0.73537,                0.51867,                 1.2645,                0.84078,                 1.6479,             0.00031138,             0.00031138,             0.00031138
                    161,                0.92842,                0.66011,                 1.3146,                0.73001,                0.75507,                0.74204,                0.51205,                 1.2429,                0.81384,                 1.6158,             0.00030431,             0.00030431,             0.00030431
                    162,                0.98196,                 0.6737,                 1.3669,                0.74901,                 0.7538,                0.73528,                0.52751,                 1.2058,                0.84759,                 1.5948,             0.00029723,             0.00029723,             0.00029723
                    163,                0.92624,                 0.6584,                  1.359,                0.80636,                0.66748,                0.71427,                0.51759,                 1.2268,                0.85505,                 1.5908,             0.00029016,             0.00029016,             0.00029016
                    164,                0.92394,                0.66251,                 1.3529,                0.75808,                0.77121,                0.77115,                 0.5293,                 1.1731,                0.75828,                 1.5625,             0.00028308,             0.00028308,             0.00028308
                    165,                0.90369,                0.65608,                  1.317,                0.76199,                0.77121,                0.76087,                 0.5421,                 1.2092,                0.75231,                  1.545,             0.00027601,             0.00027601,             0.00027601
                    166,                0.92876,                0.66314,                 1.3238,                0.70124,                0.74156,                0.72949,                0.54445,                 1.1651,                0.77222,                 1.5579,             0.00026894,             0.00026894,             0.00026894
                    167,                0.93829,                0.67346,                 1.3443,                0.81711,                0.74091,                0.75578,                0.54933,                 1.1333,                0.73981,                 1.4994,             0.00026186,             0.00026186,             0.00026186
                    168,                0.91174,                  0.657,                 1.3518,                0.88112,                0.71061,                 0.7534,                0.53143,                 1.1791,                0.76605,                 1.5089,             0.00025479,             0.00025479,             0.00025479
                    169,                0.92602,                0.66676,                 1.3296,                0.71425,                0.80152,                 0.7377,                0.53533,                 1.1509,                 0.7701,                  1.524,             0.00024772,             0.00024772,             0.00024772
                    170,                0.94205,                0.67135,                 1.3404,                0.72696,                0.77121,                0.72701,                0.54013,                 1.2434,                0.81642,                 1.5745,             0.00024064,             0.00024064,             0.00024064
                    171,                0.89744,                0.63438,                 1.3541,                0.75055,                0.77031,                 0.7379,                0.54173,                 1.1785,                0.79284,                 1.5292,             0.00023357,             0.00023357,             0.00023357
                    172,                0.87352,                0.63199,                 1.3306,                0.73625,                0.81319,                0.73431,                0.54079,                 1.1511,                0.77341,                 1.5224,              0.0002265,              0.0002265,              0.0002265
                    173,                0.84977,                0.62496,                 1.2837,                0.67924,                0.75553,                0.71343,                 0.5299,                 1.1792,                0.75107,                 1.5198,             0.00021942,             0.00021942,             0.00021942
                    174,                 0.9008,                 0.6545,                 1.2796,                0.74193,                 0.7523,                0.74777,                0.53387,                 1.1396,                0.76112,                 1.5112,             0.00021235,             0.00021235,             0.00021235
                    175,                0.90636,                0.63174,                 1.3165,                0.78054,                0.78649,                 0.7549,                0.52606,                 1.1674,                 0.7749,                 1.5391,             0.00020528,             0.00020528,             0.00020528
                    176,                0.88066,                0.62993,                 1.3213,                0.73724,                0.74091,                0.71993,                 0.5223,                 1.2161,                0.78175,                 1.5774,              0.0001982,              0.0001982,              0.0001982
                    177,                0.89458,                 0.6423,                 1.3469,                0.71114,                0.71061,                0.70026,                0.52602,                 1.2109,                0.80974,                 1.5784,             0.00019113,             0.00019113,             0.00019113
                    178,                0.84304,                0.63739,                 1.2825,                0.70965,                0.74091,                0.71387,                 0.5337,                 1.1985,                0.79547,                 1.5765,             0.00018406,             0.00018406,             0.00018406
                    179,                0.92529,                0.62337,                 1.3327,                0.75419,                0.73645,                 0.7182,                0.53092,                  1.194,                  0.767,                 1.5514,             0.00017698,             0.00017698,             0.00017698
                    180,                0.87588,                 0.6257,                 1.3106,                0.78073,                0.73864,                0.73323,                0.51904,                  1.176,                 0.7496,                 1.5489,             0.00016991,             0.00016991,             0.00016991
                    181,                0.87633,                0.62321,                 1.2817,                0.88566,                0.75839,                0.80973,                 0.5401,                 1.1788,                0.74331,                 1.5172,             0.00016283,             0.00016283,             0.00016283
                    182,                0.86274,                0.61979,                 1.2977,                0.88024,                0.73647,                0.79039,                0.54384,                 1.1665,                0.77105,                 1.5175,             0.00015576,             0.00015576,             0.00015576
                    183,                0.85504,                 0.6212,                 1.2787,                0.79781,                0.77121,                0.79504,                 0.5368,                 1.1738,                0.78784,                 1.5304,             0.00014869,             0.00014869,             0.00014869
                    184,                0.85253,                0.60519,                 1.3067,                0.70796,                0.77121,                0.76027,                0.54109,                 1.1813,                0.76422,                 1.5265,             0.00014161,             0.00014161,             0.00014161
                    185,                0.85081,                0.61496,                 1.2773,                0.75899,                0.74091,                0.73528,                0.53836,                 1.1947,                0.76178,                 1.5422,             0.00013454,             0.00013454,             0.00013454
                    186,                0.86076,                0.59594,                 1.3052,                0.83531,                0.77121,                0.78109,                0.54981,                 1.1535,                 0.7393,                 1.4994,             0.00012747,             0.00012747,             0.00012747
                    187,                0.84952,                0.59367,                 1.2828,                0.84446,                0.78087,                0.78778,                0.55296,                 1.1586,                0.74428,                  1.495,             0.00012039,             0.00012039,             0.00012039
                    188,                0.81884,                 0.6103,                 1.3033,                 0.7863,                0.80152,                0.76783,                 0.5421,                 1.1988,                0.71919,                 1.5131,             0.00011332,             0.00011332,             0.00011332
                    189,                0.84523,                0.61305,                 1.2933,                0.79873,                0.80152,                 0.7755,                 0.5369,                 1.1565,                0.71715,                 1.5106,             0.00010625,             0.00010625,             0.00010625
                    190,                0.86639,                0.63338,                 1.2884,                0.73819,                  0.819,                0.78838,                0.53288,                 1.1385,                 0.7215,                 1.5084,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.82298,                0.59549,                 1.2416,                0.73331,                  0.819,                0.77614,                0.53194,                 1.1504,                0.73023,                  1.502,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.82207,                0.58965,                  1.252,                0.77885,                0.78869,                 0.7795,                0.53862,                 1.1905,                0.75712,                 1.5443,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.78768,                0.59798,                 1.2447,                0.77917,                0.79193,                0.78196,                0.55207,                 1.1876,                0.76413,                 1.5424,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                 0.7751,                0.57607,                   1.25,                0.80515,                0.79797,                0.77748,                0.53767,                  1.202,                0.77237,                 1.5658,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.85555,                0.61164,                  1.266,                0.79529,                0.77571,                 0.7505,                0.53009,                 1.1916,                0.75177,                 1.5436,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.81454,                0.56815,                 1.2605,                0.76553,                0.75866,                0.75039,                0.53991,                 1.1887,                0.71889,                 1.5363,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                 0.8265,                0.58285,                  1.261,                0.76062,                0.78052,                0.75066,                0.54007,                 1.1798,                0.71428,                 1.5298,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.81729,                0.58048,                 1.2791,                0.74412,                0.75839,                0.73908,                0.53298,                 1.1814,                0.71527,                   1.54,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.79325,                0.57292,                 1.2573,                0.74773,                0.75839,                0.73571,                0.53899,                 1.1635,                0.71824,                 1.5155,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.77899,                0.58041,                 1.2203,                0.73486,                0.75839,                0.73814,                0.53823,                 1.1769,                0.73014,                 1.5283,             2.8437e-05,             2.8437e-05,             2.8437e-05
